Time,X0,X1,X2,X3,X4,X5,X6,U0,U1,U2,U3
0.0,2400.0,420.0,-500.0,-25.0,-18.0,24.0,7.600902459542082,-1.1999894645102314,0.9979963288807929,-1.8231908450419696,2.4000000762733036
1.0,2372.5405350738047,402.50014068199414,-476.9066666156681,-29.925534799413366,-17.00175777850193,22.173734130950205,7.606664135917819,0.004421276289837712,1.1887443505077953,-2.0690000792968783,2.386188623212137
2.0,2340.767215330712,386.07925774558316,-455.75759135761484,-33.62575648405053,-15.815776673626333,20.091757953155273,7.627144859223578,1.8468001716937508,0.7460198166814433,-1.2231302679635019,2.3373626521357678
3.0,2306.206278111048,370.63767728191016,-436.2887713802806,-35.479816927715085,-15.066893084756572,18.864248056326492,7.6258980378455306,2.0565713785290107,0.592034291877096,-0.9471648594669058,2.3403230154869137
4.0,2269.901407847681,355.87278861526664,-417.89361099054935,-37.15345718644368,-14.48369470096509,17.892735317421685,7.629710632844558,2.218101179121278,0.396622622788833,-0.5979652580839235,2.3312754338166997
5.0,2231.997393207813,341.58317175392415,-400.29373539976706,-38.647218545564485,-14.084019659316027,17.2915846128417,7.619573499248742,2.218338271715961,0.4346841858113339,-0.661635338622835,2.355364597632949
6.0,2192.6102102277014,327.7221782523033,-383.3245348715749,-40.14495417501683,-13.62625455153214,16.60840711696545,7.627516686123982,2.279637321683511,0.2931149678048278,-0.4200916718359178,2.336480227195463
7.0,2151.7484108471613,314.2523468271712,-366.9093551986328,-41.58896780282368,-13.33247784300785,16.18982920660472,7.628932216680528,2.307829929116102,0.27449141582364783,-0.38705821146881725,2.3561067120584305
8.0,2109.4430479434127,301.05145172021406,-350.9104214002875,-42.99651654854863,-13.048038179236602,15.785279820270725,7.611144077873734,2.353309687495851,0.2728320887700962,-0.3818885215628333,2.3996547808537994
9.0,2065.771192891684,288.13923071851775,-335.30503135999294,-44.35415082199357,-12.781747400131554,15.39274594553774,7.61050622994176,2.3506565348582638,0.26930561450061685,-0.37329080154957944,2.395299122671696
10.0,2020.7265655768495,275.49530421880786,-320.0920607408385,-45.70912343119931,-12.503104010638035,15.013254380375981,7.607783399587366,2.3562543456907683,0.2649953282660802,-0.3659949147081547,2.3991893464822267
11.0,1974.3382772666196,263.12979685856186,-305.2810261067495,-47.07295680740994,-12.223865705899843,14.633548686478369,7.602215487760634,2.416015284475561,0.26561112115412194,-0.36517872492455966,2.457851718359726
12.0,1926.6389911648196,251.05817114014215,-290.82652299035476,-48.36016819420559,-11.959173749350557,14.295495149016716,7.599975597278909,2.3769410114060014,0.2573634064886879,-0.35434817220480613,2.416950040367242
13.0,1877.6103592263985,239.23283407320454,-276.69858234916865,-49.699397505451394,-11.673645655936463,13.949567466772974,7.603991945980136,2.321746566235128,0.32533519653011334,-0.4776367167306185,2.3925900125336
14.0,1827.2254973494732,227.74913000810713,-262.9911766083841,-51.10384124588396,-11.336290157638137,13.461290624829097,7.588998742814149,2.6122175270282355,0.2596063701004918,-0.35512322803764845,2.6489977524454504
15.0,1775.579695191446,216.5555232814581,-249.6998622012921,-52.18923875642826,-11.065850763384947,13.104936786691425,7.5917025327488,2.2983319566133655,0.41844122137639506,-0.6397287394753508,2.4221221505960036
16.0,1722.685467288493,205.7075534926657,-236.92785340803354,-53.606208258246134,-10.61253346333074,12.472733662737772,7.592717342096711,2.304326020467975,0.3953641194606024,-0.6233840024662943,2.4196778392768574
