Time,X0,X1,X2,X3,X4,X5,X6,U0,U1,U2,U3
0.0,1840.0,1020.0,-650.0,-48.0,-11.0,7.0,7.600902459542082,3.3028643375632485,-7.601644321640535,4.844121816871717,9.652902819176234
1.0,1791.7893085381593,1005.1990692415455,-640.5753580358778,-48.408905742055616,-18.594741911250868,11.8448427361534,7.596076008132495,6.485233629251154,0.3042896032611222,-0.2029339913342225,6.4956465982676175
2.0,1744.7668063879823,986.7599160913286,-628.8315161615145,-45.636091729722075,-18.28362728701492,11.642838398341441,7.592828076158041,5.351191977290368,0.26283037844028395,-0.1746787304875546,5.360604939981761
3.0,1699.9501169862724,968.6109844988358,-617.2755584715502,-43.99728116347036,-18.01427353559043,11.469074720089793,7.590147688957414,4.999497655917691,0.2533336545940676,-0.16802836851681385,5.008852865824108
4.0,1656.5964085002777,950.726553181679,-605.8900459713125,-42.71013011016119,-17.754618921573577,11.301948101133119,7.587643190434672,4.636831174578682,0.24256572962238335,-0.1605661608723724,4.646078109273398
5.0,1614.3485346709936,933.0963110988439,-594.6679354238352,-41.78561208976884,-17.505887002773918,11.142270906968388,7.585320086602333,4.31183230976247,0.23200887586978491,-0.1533126275212711,4.320918574454895
6.0,1572.862695558639,915.7094644529295,-583.6018814680089,-41.18606091012766,-17.267820815339995,10.989835007427812,7.583159568286667,4.085471693750523,0.2252821898725375,-0.14865639256613697,4.094492650665343
7.0,1531.8632428278568,898.5572820946184,-572.6859412218365,-40.812839475755716,-17.03655339394509,10.842043544894974,7.581112267823896,3.93457201127089,0.2219826236431905,-0.14629269877352075,3.9436471252621077
8.0,1491.1615768274723,881.6346922345746,-561.9166163765343,-40.590487522623015,-16.80863247007336,10.696604234114812,7.579140394626424,3.8276516131483467,0.22126140713223588,-0.14562203057343223,3.8369076369171418
9.0,1450.6288175549848,864.9396466131585,-551.2924012307183,-40.47502603630851,-16.58146255303307,10.551824152706294,7.577221895584292,3.736077588008301,0.22135943450781348,-0.1454910758281457,3.7455600696035347
10.0,1410.1657476992336,848.4718105956885,-540.8129063999271,-40.45110868745455,-16.354211241775932,10.407163603891725,7.575349074653616,3.658371265884187,0.2219906009532477,-0.1457210659847147,3.6681017765196233
11.0,1369.6877569919418,832.23153790059,-530.4781928306985,-40.504867725959635,-16.12633419677463,10.2622616247346,7.573514987045911,3.5949410877298873,0.22319297150736958,-0.14633791675409957,3.604940993735721
12.0,1329.1243071720412,816.2197446819046,-520.288695404358,-40.62202688662761,-15.897250895477246,10.11673130823413,7.571712483842994,3.547710473986943,0.22519462624660266,-0.14748720342535035,3.55801514886023
13.0,1288.4200979971308,800.4380406577333,-510.2453087134263,-40.78638639224037,-15.666154776015786,9.970040137105949,7.569933447470202,3.5141051697945325,0.22793974177985413,-0.14912817229032455,3.524752244560571
14.0,1247.5347419265815,784.8888131676302,-500.3494395107488,-40.98432061766481,-15.432297100269958,9.821696308511376,7.568171046408222,3.4907157463736467,0.23127328395784513,-0.15115676755417717,3.501738693242924
15.0,1206.4397723765237,769.5751199338771,-490.6029343417189,-41.205613277915376,-15.195085764857042,9.671312041550156,7.566420155938261,3.476429323431392,0.23515909155176526,-0.15354807454435287,3.4878614333846794
16.0,1165.1163826462362,754.5005920401884,-481.0080150899497,-41.441160892469824,-14.953966125577372,9.518524441027255,7.564676207833968,3.4674922352447486,0.2393709548675551,-0.15615367850479556,3.4793568840105102
17.0,1123.5529927143293,739.6693015819028,-471.5671923389831,-41.68561358818733,-14.708610719332897,9.363119004216028,7.56293651560544,3.46540175296253,0.24403543898551433,-0.1590556447575724,3.4777293757426495
18.0,1081.744121092568,725.0857110066971,-462.28323221709303,-41.932124169121174,-14.45856633830511,9.204799143331831,7.56119764055248,3.469250139858066,0.24911813584940648,-0.16223064925351796,3.48207073933245
19.0,1039.690679649526,710.7547183254902,-453.1591857894824,-42.17475311838501,-14.203415043610315,9.043291572603977,7.559456598034679,3.48057912635976,0.2547591641513934,-0.16576912436843555,3.4939313201264888
20.0,997.4002906666335,696.681709112549,-444.1984226350645,-42.40601912408929,-13.942599682224277,8.878232549207537,7.5577096282331375,3.499754807714199,0.2610184200514361,-0.169709044896685,3.5136821061120114
21.0,954.8882408230487,682.8726555303891,-435.4046950775749,-42.618074701383115,-13.67550423906732,8.709220325820345,7.555952785840652,3.5283154107071923,0.26804543699723954,-0.1741466937966511,3.5428712166026504
22.0,912.1784334402754,669.3342199589166,-426.7822053464019,-42.8015340471609,-13.401364329187716,8.535756837200864,7.554181351499512,3.5369301176256807,0.2736109919095837,-0.17763371404079595,3.5520478093012757
23.0,869.2894922355322,656.0727145769702,-418.33492955821856,-42.97634222229419,-13.121644080216981,8.35879239281189,7.5524053312810455,3.526278751711306,0.2776842345213938,-0.18015222445882773,3.541885753304208
24.0,826.2204356792722,643.0929733401974,-410.0658845423805,-43.16176466009311,-12.837835825749915,8.179295258066919,7.550634394327948,3.524343253523693,0.2824230077141229,-0.18310322604090576,3.540485017734908
25.0,782.9650077277711,630.3994174626902,-401.977819343777,-43.34908490798233,-12.549273344581211,7.99683271828175,7.548864159804857,3.5304745296339326,0.2878083278749236,-0.1864735033987335,3.547197202644257
26.0,739.5253442868207,617.997124314408,-394.0739091309705,-43.53023551994797,-12.255310531750249,7.810985240960278,7.547090571087375,3.544772908547299,0.29388071390094306,-0.1902886318405846,3.5621267848752516
27.0,695.9116989161339,605.8918370826208,-386.35776140935855,-43.697048633285426,-11.95526186002574,7.621307684595231,7.545309519329777,3.5686465700209866,0.30079513132180224,-0.19464796255680417,3.586693205891474
28.0,652.1431971768159,594.0900613807225,-378.83347852009405,-43.83994810451727,-11.64828803630796,7.427255517883527,7.5435161859825515,3.6010966404574005,0.30851334484246096,-0.1995259308357018,3.619897964133547
29.0,608.2480413913916,582.5991223721126,-371.50569457419857,-43.95035655514251,-11.333589231428498,7.228309732722112,7.541706251745529,3.6456318184306014,0.3173866821618834,-0.20514863359823207,3.665274057847556
30.0,564.2647656709183,571.4273200529401,-364.37967576247246,-44.01618777886278,-11.010015688392922,7.023725174701918,7.539873630777343,3.7030552100001453,0.3275434848940866,-0.2115976944024574,3.7236362057625496
31.0,520.2443919647893,560.5841675098028,-357.46147427209854,-44.02455230249872,-10.676291001708869,6.812675004394634,7.538011829793595,3.776763660689839,0.33933806544693446,-0.21910062394475827,3.798407247878028
32.0,476.25253021073894,550.0806304399371,-350.75808292034986,-43.959163614753066,-10.330786432469317,6.594104798071468,7.536112644002997,3.8690993259158164,0.35303445704444814,-0.22782641264311096,3.891950306615739
33.0,432.3722480492681,539.9294341381687,-344.27763348691377,-43.80139281560072,-9.97161157751387,6.366791052420171,7.53416668701709,3.9846207945737304,0.36910924520250726,-0.23808113206847722,4.008859540161261
34.0,388.70752145115415,530.1454312279075,-338.0296343424768,-43.52805213403628,-9.596402286014587,6.129204084752415,7.532162275410227,4.131277715181475,0.38839365460701863,-0.2503992614276342,4.157146086439906
35.0,345.389489157466,520.7462523421041,-332.02539084690943,-43.108003782195254,-9.201966869654768,5.879279592403385,7.530083720298567,4.318661418770583,0.4119384380516286,-0.2654557723294776,4.3464817428227525
36.0,302.5852235973491,511.75324284757085,-326.2786102382482,-42.500518148676875,-8.784067766383444,5.614278112878444,7.527910497055872,4.5641947431875165,0.4416188254066089,-0.2844552273568001,4.594430708142379
37.0,260.511238552453,503.1929201279186,-320.8063416214469,-41.64744209859553,-8.336598899296622,5.330255359069571,7.525613299132252,4.900480719247638,0.480909322698584,-0.30962930262466454,4.9338556552864405
38.0,219.45850293594992,495.09964020893693,-315.6306944105408,-40.458018427276585,-7.849989799227458,5.021034970688249,7.523146388802541,5.3706636494964926,0.5345298699836845,-0.3440064885647027,5.408261839496886
39.0,179.83031575510108,487.51968241368917,-310.7814689071709,-38.7983440472995,-7.309965318419817,4.677411493106276,7.520442275810571,6.031735014936848,0.6088437683003911,-0.3916670390841792,6.0751369949893315
40.0,142.19237593108977,480.51677247428444,-306.2997114096035,-36.47752207816469,-6.6959090786037265,4.2860983341754615,7.517404726001565,6.913822779271311,0.7077796701538392,-0.45511906782494743,6.96495428885668
41.0,107.31634469976429,474.17720316795754,-302.24100942011466,-33.27452468477834,-5.983304053823597,3.8312996450663905,7.513922268419562,7.883713597376581,0.8184673357863063,-0.5260692292580523,7.9436324112165275
42.0,76.12830579982804,468.6053371560171,-298.6726001292876,-29.101534980823764,-5.160524492406776,3.305512006659889,7.509950472359052,8.70709873453647,0.9165259441236983,-0.5888442158897822,8.775084226197638
43.0,49.52500572255679,463.90497174042974,-295.66138758236724,-24.105044885328013,-4.240321562106246,2.7169053343305913,7.505562950310127,9.299494999790749,0.991812143381464,-0.6369601389967425,9.373995643106696
44.0,28.21445637911511,460.1620932032219,-293.2628635576306,-18.516031862745784,-3.2455642160516764,2.0801343320141017,7.500875972229706,9.65887953199882,1.0434118479307841,-0.6698613646077147,9.73823694692167
