Time,X0,X1,X2,X3,X4,X5,X6,U0,U1,U2,U3
0.0,1840.0,1020.0,-650.0,-48.0,-11.0,7.0,7.600902459542082,3.3031099843434246,-7.60156781940847,4.844073106956103,9.654140703923986
1.0,1791.8127208478484,1005.2182443459558,-640.562912821895,-48.413074505554626,-18.473195947581786,11.751047023349335,7.5846527480849835,9.36578845702061,0.4739167365283866,-0.31024161420850443,9.39411394401759
2.0,1746.2303199385938,986.9999295329177,-628.967505605143,-42.68256838252346,-18.18162971495255,11.395541174911184,7.580126439160812,9.661417092789538,0.5281625464979656,-0.31510462737850764,9.684260966512738
3.0,1706.5323306889677,969.0899626697142,-617.7348427454649,-36.733437598039906,-17.498439727000285,11.092066392183309,7.569721727983387,9.143284422964825,0.4527202015019767,-0.28968884682819784,9.164382833052514
4.0,1672.5312472531355,951.8263226949565,-606.7784592913648,-31.30432721404627,-17.069814495341394,10.720431949091797,7.570348993327711,9.792703470387092,0.4629761922364449,-0.2727717403756456,9.808091990089451
5.0,1644.259128578827,934.9926731658478,-596.1987247776925,-25.377398040264474,-16.676717791172972,10.47082558574934,7.549925210218727,5.560107572938304,0.2453546902134023,-0.14062193935314818,5.567897833700044
6.0,1619.8127099239307,918.4393738365601,-585.8176938612287,-23.528745328915747,-16.369725460198755,10.353709404472202,7.546587877987557,2.6747072136094534,0.09195984071108632,-0.05670794758172449,2.6773437942301825
7.0,1595.7690853801564,902.1117903311059,-575.4760518341654,-24.472991050571117,-16.200779001561983,10.332204363662253,7.541521060270587,2.4686781893977217,-0.5300349658727037,0.31295186803898667,2.544628602663579
8.0,1570.6793789089115,885.6377339606291,-564.9696369243053,-25.797520021238363,-16.790347693465673,10.550409406480401,7.533607742917964,2.490365237980186,-0.4991078309047172,0.348963379794465,2.5642079663230106
9.0,1544.2762847656325,868.6055725687372,-554.2282570936065,-27.105802018742626,-17.17957160774963,10.927935761412568,7.523787188838084,2.492183948439908,-0.5982104509681826,0.3592417399048112,2.588160383535069
10.0,1516.5620668467348,851.1156381735005,-543.1092565312747,-28.397408048853855,-18.021813308858597,11.310367806599173,7.523498141099733,2.5957704079874753,0.1987681833148059,-0.11517264167627816,2.606114473317575
11.0,1487.6222326439984,833.179808879189,-531.857090920076,-29.639139207984805,-18.009206066184205,11.405637043590032,7.497489466891971,2.409128320382887,-0.9288101774023738,0.6048244110158234,2.6536836587310972
12.0,1457.3433968467048,814.7169717270785,-520.1396715984167,-30.960717941903635,-18.825761034522756,12.071288293141912,7.479855749553365,2.313733798668469,-0.29042434653851856,0.05360678371626495,2.697887551777967
